Region/Country/Economy,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Thailand,16.242998,18.274127,20.717231,20.647903,21.151537,24.114404,26.747418,30.008128,32.091517,33.743667,32.559014,31.130053,34.593157,37.998565,42.058553,43.378313,49.995676,57.105321,66.177703,80.884026,90.012953,98.168652,110.650138,123.52062,139.938479,157.117174,160.972754,146.025678,151.719133,152.285491,159.993893,169.40193,177.112222,193.810028,200.203815,201.675947,209.446116,215.179335,207.2121,223.418635,221.780475,238.971868,247.458882,243.897867,248.097604,244.559317
Viet Nam,16.293836,15.903089,17.596207,14.413528,16.953904,11.766226,12.73856,13.406574,14.189152,14.90358,15.288507,16.447391,17.495602,17.37934,17.434727,19.116906,21.584741,20.907624,17.630515,17.388259,17.084091,17.687453,21.120172,23.421175,27.462103,30.902739,36.401714,40.225208,40.28036,44.237927,48.811071,57.187686,60.316888,73.465992,79.118974,81.435441,89.8155,100.978072,111.638235,126.130995,125.634461,124.77642,130.059503,143.893976,168.745743,187.103406
Other Asia,10.572587,10.396565,11.584727,13.6791,12.76101,12.446482,13.987824,14.330226,15.895333,16.660363,17.143815,16.701958,18.070099,18.516013,10.163347,9.683823,10.209927,9.959805,9.933591,10.255347,10.080726,9.268505,9.250985,9.820683,9.332239,9.808783,10.102581,10.590727,10.726137,11.365147,12.216769,12.430313,13.375846,14.915431,15.580218,15.966212,15.493813,17.260304,19.197403,22.131558,27.827341,36.65923,39.259667,27.084903,36.829144,51.414063
Asia (excl. China),417.627883,438.441841,458.351545,481.020722,511.826411,541.623291,573.738455,598.004356,646.747387,687.505847,718.52508,750.233048,793.119107,834.373881,876.14692,933.440304,991.998319,1058.528833,1124.410533,1208.398536,1285.748699,1334.781845,1410.689329,1488.275795,1615.124785,1700.414446,1800.04287,1818.686496,1937.489107,2011.264671,2074.725919,2142.81951,2226.194853,2379.741351,2472.456103,2593.032746,2765.790589,2861.875344,3000.511294,3160.854463,3276.969491,3470.186119,3560.367253,3801.840439,3872.80916,3984.993084
People's Rep. of China,780.185031,831.391063,864.162165,881.732491,1029.319431,1071.332081,1212.911799,1371.803871,1396.172431,1363.829588,1356.638636,1413.444358,1484.993604,1619.3855,1626.027155,1721.417908,1842.602818,1985.477632,2055.351944,2088.85424,2200.885217,2295.775276,2500.72995,2599.499856,2900.265047,2871.980735,2925.748676,3020.716724,2920.896774,3099.685148,3255.95114,3511.727741,4068.094754,4741.830867,5406.473078,5960.358014,6471.235743,6667.084297,7128.370587,7791.613832,8565.987121,8814.485364,9190.739759,9125.138689,9102.684956,9056.800496
"Hong Kong, China",9.229426,9.559367,9.629659,11.005089,10.897087,12.604465,14.560918,15.443163,14.278738,14.606747,15.790794,17.134785,19.562414,21.304942,22.30616,25.265869,27.762488,31.021047,32.377503,33.301677,36.221218,40.746738,43.19071,36.444233,36.527227,35.234011,32.766381,41.44386,44.468365,40.347312,41.449819,40.12306,42.818583,40.91073,41.332022,42.32055,44.032254,42.858166,46.247113,41.99717,45.648906,45.099345,46.051431,47.913658,43.917306,44.728622
"China (incl. Hong Kong, China)",789.414457,840.95043,873.791824,892.73758,1040.216518,1083.936546,1227.472717,1387.247034,1410.451169,1378.436335,1372.42943,1430.579143,1504.556018,1640.690442,1648.333315,1746.683777,1870.365306,2016.498679,2087.729447,2122.155917,2237.106435,2336.522014,2543.92066,2635.944089,2936.792274,2907.214746,2958.515057,3062.160584,2965.365139,3140.03246,3297.400959,3551.850801,4110.913337,4782.741597,5447.8051,6002.678564,6515.267997,6709.942463,7174.6177,7833.611002,8611.636027,8859.584709,9236.79119,9173.052347,9146.602262,9101.529118
Argentina,82.518854,83.568661,87.346548,87.34658,85.231747,89.361553,93.03633,92.362453,97.480772,95.203785,94.001307,92.515256,94.753956,93.196293,87.779269,96.475903,101.167124,106.60559,104.722299,99.416869,104.799441,106.607827,107.358163,114.935369,117.327933,124.859916,130.833386,135.397728,139.336339,139.355577,128.858885,121.64486,130.844083,146.575026,149.476031,158.756604,165.612775,176.704989,168.915967,173.768544,181.236081,185.782641,181.004259,184.76437,190.38491,190.581362
Bolivia,2.183163,2.397191,2.529481,2.737853,3.224486,3.526201,3.751807,4.066275,4.075836,4.20837,4.53278,4.876074,4.938966,4.587408,4.313554,4.156148,4.347628,4.265292,4.725644,5.153024,5.173096,5.411779,5.632632,6.101758,6.8938,6.46806,6.493553,6.93974,6.546289,7.1066,6.813229,7.151506,7.825964,8.526654,9.071477,9.874409,10.790248,11.745996,12.400921,13.710969,14.946379,16.732951,16.910208,18.303797,18.189544,20.193443
Brazil,87.477058,95.1154,112.079714,121.830868,129.610577,143.098926,146.959256,160.127892,169.673682,167.768985,156.307444,156.26115,148.317171,148.445586,156.241251,174.798968,179.414462,182.522298,184.649749,184.32193,191.239626,195.781644,202.97932,210.478593,227.796878,246.034925,263.065003,270.676956,279.733333,292.402375,298.971745,298.26514,292.507133,309.849932,310.587173,314.082467,329.653543,347.945341,324.435921,370.615493,389.715934,422.449532,451.514086,475.625528,451.497463,416.692601
Colombia,26.678966,27.327009,28.665867,30.819714,28.297259,30.023434,31.030868,33.015417,33.37646,34.805296,34.936085,35.495662,37.366151,37.800244,39.47333,40.162332,42.613878,43.088236,44.830864,45.789116,47.522114,49.452512,52.131648,52.173218,54.457798,54.364365,58.929849,59.350926,52.01732,54.176292,54.643261,52.521926,51.850613,51.982776,53.585296,53.658698,54.768848,55.630793,59.043569,60.224109,65.410066,65.230784,75.360089,78.592885,78.347361,85.873005
Costa Rica,1.27322,1.424176,1.629287,1.57651,1.738003,1.801642,2.280719,2.444063,2.430973,2.158298,2.017842,1.684625,1.729669,1.845313,1.948532,2.056872,2.203897,2.309368,2.628472,2.6036,2.759826,3.859543,3.81419,4.449868,4.444999,4.174289,4.094878,4.551682,4.564627,4.499207,4.912853,5.023908,5.324349,5.312708,5.437955,5.971065,6.676794,6.678664,6.362611,6.615283,6.766752,6.84098,7.232103,7.265718,6.932915,7.479976
Cuba,20.813541,20.234648,21.702833,23.557072,24.18462,25.137725,27.47237,29.714269,29.685219,30.492044,30.381756,30.518619,33.20257,34.643652,32.178759,32.761975,34.603878,36.520609,37.747614,34.116552,26.562551,21.231724,19.635143,21.148493,22.448804,24.405495,26.397969,26.05174,26.900296,27.343782,26.465536,25.240978,24.502734,24.223934,25.051439,25.442475,26.312922,25.46891,26.296938,29.508742,27.812481,28.089409,26.648098,26.207615,26.844821,23.277593
Cura̤ao,14.514371,14.112513,15.607218,14.122547,10.195283,10.847662,10.981703,9.270319,9.180927,8.676236,8.040501,7.294269,6.827284,6.689145,4.497628,4.29549,3.963704,3.457732,2.955084,2.664755,2.764218,2.860175,2.324579,2.627614,2.633532,2.660957,5.261621,5.430498,5.397714,5.620898,5.657873,5.412239,5.425343,5.666362,5.974554,5.877229,6.386435,6.324226,5.924533,4.375145,5.493574,4.458684,4.29518,4.610985,4.67566,4.147759
Dominican Republic,3.485646,4.572654,4.636068,4.998163,5.213327,5.347044,5.677987,5.829984,6.150971,6.329203,6.000195,5.794147,6.754477,7.079084,6.234307,7.069611,8.082922,8.133112,8.668523,7.40319,7.697154,9.03272,8.973937,10.590283,11.221459,12.025149,13.71781,15.812224,16.818888,17.601348,17.810794,19.591746,17.506631,16.151466,17.398579,18.456432,18.825512,18.772831,18.009086,19.021679,19.242013,19.951368,19.599272,19.449232,21.468773,22.369783
Ecuador,3.494979,3.521569,3.967883,5.235342,5.935597,6.86299,8.096244,9.238899,9.699255,10.407162,11.801044,11.823027,11.093482,11.188183,11.665562,11.915412,11.624483,12.291649,12.022616,13.321497,13.914189,14.826005,14.044406,14.908066,16.691119,19.210785,20.436561,20.406807,16.520825,18.138332,19.290923,19.808705,19.595359,22.214203,23.926726,25.423958,26.09558,26.158654,28.776232,32.056224,32.135957,33.507169,35.169567,37.954737,36.756221,35.018223
El Salvador,1.304512,1.522634,1.685416,1.688863,1.923432,1.946433,2.015359,2.024939,1.937136,1.595942,1.500301,1.484621,1.489921,1.517895,1.640674,1.621669,2.000045,2.088091,2.037806,2.1066,2.773211,3.17351,3.552948,4.094198,4.573342,3.983599,4.873314,5.207959,5.165936,5.174893,5.51176,5.534951,5.911062,5.931363,6.252813,6.523562,6.92343,6.143438,6.0356,5.826199,6.013436,6.017147,5.73075,5.945501,6.465396,6.75866
Guatemala,2.264191,2.493151,2.630933,2.714009,3.015686,2.897048,3.342733,3.754934,4.215265,4.213929,3.635695,3.189331,2.746419,3.094065,3.183811,2.319764,2.719946,2.905734,3.037563,3.206932,3.410711,4.225827,4.627185,4.917245,5.858988,5.719032,6.002674,7.645168,7.516596,8.582296,8.989814,9.653082,9.642004,10.237483,10.621597,10.630967,11.475942,10.252397,11.23154,10.266326,10.564633,10.958833,11.831422,12.702455,15.154814,16.251563
Haiti,0.378566,0.355966,0.365386,0.408777,0.412845,0.569456,0.595031,0.645044,0.651931,0.620339,0.521498,0.668707,0.749614,0.779139,0.796144,0.740571,0.812897,0.886398,0.93481,0.93415,0.893798,0.81494,0.651534,0.189015,0.902323,1.05821,1.274187,1.300996,1.354862,1.383764,1.514216,1.732309,1.641553,1.89039,1.980995,2.025276,2.316799,2.316799,2.239133,2.095143,2.140475,2.081921,2.165802,2.762668,3.208932,3.250082
Honduras,1.123195,1.158468,1.266175,1.249289,1.327973,1.421387,1.578269,1.584455,1.684664,1.695728,1.611646,1.595442,1.762727,1.864604,1.671582,1.701305,1.900198,2.095417,2.31873,2.177193,2.163138,2.463114,2.601681,2.999876,3.57539,3.520901,3.620729,4.324054,4.360524,4.487714,5.290762,5.620186,6.246167,7.035837,7.160849,6.399021,8.11821,7.878326,7.52208,7.497179,8.209952,8.534547,8.754026,8.445483,9.236647,9.129932
Jamaica,5.53534,6.084401,8.067094,7.415012,7.448299,6.205198,6.843941,7.000487,7.006458,6.543542,6.523274,5.56844,5.535745,5.217229,4.669491,4.421215,4.690494,4.876165,6.300459,7.245727,7.213086,7.907488,8.098004,8.155323,8.416997,8.773241,8.960268,9.46179,9.738741,9.790412,9.817047,9.971388,10.281148,10.256825,10.281643,11.745432,11.752898,9.539429,7.393218,6.930888,7.207861,6.880723,7.322928,7.129115,6.99268,7.228446
Nicaragua,1.486469,1.526742,1.668701,1.837815,1.849609,2.122075,2.614395,2.353724,1.538554,1.807401,1.88956,1.873325,1.956437,1.790692,1.805716,2.131558,2.163657,1.922373,1.708562,1.839218,1.81606,2.116114,2.089137,2.392729,2.513704,2.662389,2.85883,3.358084,3.392312,3.542097,3.711185,3.832413,3.953134,4.105783,4.032088,4.24551,4.363378,4.190991,4.166698,4.277151,4.468533,4.436338,4.291559,4.580743,5.128342,5.303066
Panama,2.486544,2.660542,2.917583,2.978272,3.096656,3.092588,3.070675,2.902154,3.059532,2.910993,2.52249,2.961887,3.394106,2.813337,2.66613,2.749264,3.053911,2.390271,2.495063,2.563419,2.995375,3.527758,3.549682,3.772837,4.091652,4.129177,4.337947,5.401174,4.688591,4.877767,5.869645,5.099018,5.202879,5.290717,6.772927,7.149715,6.897843,6.52844,8.009256,8.84343,9.498379,9.76407,9.873841,10.588173,10.683325,10.156293
Paraguay,0.571143,0.630894,0.7031,0.666167,0.703541,0.779565,1.117864,1.401693,1.346564,1.347047,1.308657,1.311695,1.249111,1.395989,1.422913,1.467409,1.611564,1.844498,1.830601,1.929831,1.884364,2.254323,2.607498,3.070871,3.489667,3.448393,3.833791,4.019591,4.026969,3.281667,3.414675,3.589509,3.712995,3.766491,3.470017,3.598945,3.731111,3.946036,4.09783,4.658799,4.870878,5.044064,4.936434,5.188904,5.682268,6.407443
Peru,15.39006,15.402696,16.252567,17.490842,18.240389,18.513805,18.186143,18.36159,19.198232,20.402549,21.248439,21.068807,17.775325,18.601185,18.051917,19.331314,20.901606,21.26519,19.30794,19.151449,18.541,19.36097,20.031108,20.549577,23.310633,25.680147,25.412637,24.421352,26.856338,26.402616,24.337198,25.525387,24.875717,28.768286,28.63288,28.031846,30.924399,35.20957,37.747349,41.103884,44.238492,43.503041,44.292667,47.476155,48.812734,51.332012
Suriname,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.453534,1.484432,1.080106,1.199082,1.35861,1.652798,1.494427,1.375908,1.42006,1.418213,1.69568,1.787669,2.002727,1.965028,1.992599,2.066471,1.906207
Trinidad and Tobago,5.368951,5.472716,5.667522,5.194404,4.575184,5.183828,5.939647,5.878387,5.91777,6.370095,7.20566,7.021237,6.636806,6.753664,6.654052,6.827371,7.178039,7.722954,7.594764,7.901153,7.809559,8.168047,7.870407,8.062186,8.163495,8.497377,9.111623,9.47886,9.479934,10.107621,11.77301,13.067731,15.316668,15.750187,17.541534,19.440689,21.660418,21.535807,20.170652,22.350615,22.246164,22.049706,22.95303,23.239676,21.657195,21.10958
Uruguay,5.099038,5.567493,5.218384,5.036871,5.333965,5.463675,5.378641,5.466873,5.94873,5.338519,4.79354,4.458358,3.579295,3.211306,3.010828,2.96216,3.321112,4.275667,4.619508,3.599821,4.127402,4.508028,4.240984,3.933634,4.391965,5.133197,5.190131,5.347517,6.403025,5.090648,4.54579,4.149558,4.075861,5.202316,5.151873,6.082904,5.571617,7.468228,7.452967,5.959633,7.223778,8.187321,7.114948,6.267577,6.374929,6.325631
Venezuela,45.912851,47.404035,55.039793,56.264597,56.070377,59.470769,61.60314,67.006468,76.36266,83.370084,84.542934,85.407192,84.912648,85.039964,85.139411,84.895526,83.990599,84.910745,91.603217,93.587086,92.358019,94.550952,100.207958,100.803434,106.098122,114.091941,118.811645,119.700282,109.345286,116.210492,123.343708,122.717159,122.556543,127.775622,137.701544,133.589039,129.85059,159.402259,160.50934,171.468892,145.718949,164.035586,152.193277,151.608044,140.538722,127.351079
Other Non-OECD Americas,8.186189,9.484774,10.40249,8.575005,10.868673,9.589031,10.612283,11.011298,10.337608,10.263177,10.657114,9.61272,8.603924,9.30879,9.236562,9.907603,11.106009,11.522044,12.027399,12.419912,12.707407,12.349351,12.49394,12.799436,13.384142,13.45688,13.62418,14.128907,14.421159,14.087331,14.908759,14.421432,14.913207,15.280774,14.719579,14.688881,15.570786,15.54431,15.972737,16.990199,17.66565,18.842486,21.543518,20.024463,20.33074,20.639426
Non-OECD Americas,337.546847,352.038333,390.050043,403.744572,408.497528,433.262035,452.185405,475.461617,500.959199,506.528724,495.979762,492.484591,485.375804,486.862767,484.281423,514.76944,533.472053,547.899433,558.767287,553.453024,561.125345,574.484351,589.516084,613.153623,652.686742,694.358425,737.142586,758.414035,754.585904,780.717263,787.9371,780.655237,784.910229,833.153745,856.482367,873.189551,905.655986,966.806494,944.132391,1019.860206,1034.614086,1095.382028,1122.702092,1160.726423,1137.430863,1098.783165
Bahrain,2.893748,3.301253,4.267852,5.049694,5.229826,5.684429,6.297154,6.677344,7.137322,7.239603,7.762383,8.140444,8.467067,8.662287,9.099745,9.775502,9.618884,10.124094,10.266868,10.679769,10.285378,12.179941,12.978475,13.282183,13.457586,14.093199,14.349018,15.419685,15.39417,15.84312,16.35367,17.197464,17.907411,17.789201,20.564912,22.354589,22.866847,24.615977,24.478324,25.551561,25.573702,26.100964,28.29268,29.695133,30.072799,29.638919
Islamic Rep. of Iran,38.903847,43.018539,51.987419,58.706951,68.032533,77.827619,87.472479,86.548199,95.753769,88.499915,90.517704,102.307223,122.994052,133.200504,145.047512,134.598771,143.967538,147.478527,162.747126,171.245616,191.270395,206.421679,208.88174,238.343626,244.570008,251.257752,263.606032,266.084295,298.555028,312.265374,327.350672,343.057348,357.393758,385.87605,417.780623,449.259953,480.064826,487.34441,504.287442,498.607875,507.801762,512.345217,535.980426,556.684122,553.299061,563.379012
Iraq,10.317715,11.495865,11.807706,12.827449,15.538684,19.28221,20.178714,22.717822,26.533038,26.233197,25.257798,27.16512,31.392914,33.788171,37.974347,42.460688,44.010253,49.327632,54.456708,52.412382,43.382297,66.405681,87.844063,98.808004,95.144886,97.471667,114.188744,79.193669,60.907128,70.503439,80.279404,75.127374,69.585227,72.873418,73.175678,68.979875,62.806621,72.741272,92.220112,103.931599,110.523626,126.59036,135.590804,140.804019,130.378994,139.909495
Jordan,1.35148,1.502171,1.721905,1.829314,2.15102,2.641017,2.798026,3.364459,3.464191,4.311923,5.259255,5.988902,6.531473,7.079123,7.474579,8.238991,8.683856,8.411897,8.510961,9.174482,9.216637,10.63627,10.769788,11.374282,12.194148,12.467322,13.086609,13.57496,13.5838,14.246473,14.121047,15.005344,14.819553,16.697452,17.922451,18.310124,19.215733,18.50586,19.284157,18.801147,19.815359,22.670988,22.343736,24.000628,23.78505,23.86338
Kuwait,14.037323,15.45753,16.255437,15.712204,15.107407,16.47299,18.111185,20.002099,25.616931,26.431549,26.77663,30.313664,32.413587,33.072186,36.749465,40.198101,43.150548,52.354568,60.855492,27.80199,7.761021,22.108795,28.307516,32.650256,32.351707,31.444019,32.59486,38.8466,42.756226,46.30185,50.225551,52.231018,53.393455,56.238261,64.750021,67.309013,67.504009,71.594638,78.43872,77.004457,78.273889,77.123083,86.905114,81.627902,90.569692,90.189724
Lebanon,4.581585,4.984531,6.387456,6.488241,5.709365,5.247478,4.612883,5.803475,6.299755,6.652979,6.333572,4.678656,5.194782,5.456358,6.614051,7.061642,7.231648,5.473162,5.514277,5.514277,6.948884,6.897844,10.101047,11.082074,12.789404,13.297567,15.238223,14.874758,15.65432,13.99514,15.15307,15.100997,15.050751,15.198911,14.461369,13.663614,12.012641,15.77358,19.279846,18.206178,18.506855,21.011666,20.641996,22.375888,22.761787,23.198129
Oman,0.256419,0.262778,0.290805,0.448977,0.722239,1.117323,1.310467,1.545425,1.889158,2.248344,2.507352,2.94355,3.895004,4.982019,5.63629,6.230968,6.309489,6.627579,6.846779,10.162419,14.104386,13.356609,12.581986,12.505457,14.691666,14.93329,14.98786,15.278251,17.488388,20.419103,23.015881,24.672962,25.285983,25.111493,25.181792,33.66994,37.090223,35.615638,38.513828,42.367745,48.765171,54.341128,56.491108,59.64282,63.63628,63.137553
Qatar,2.240473,2.469785,3.45643,2.998566,4.927527,3.478535,4.047409,3.831654,6.210281,6.982122,8.478929,9.216323,9.559389,10.655332,10.685736,11.397001,11.634748,12.04435,12.829701,12.431991,13.73155,14.453935,15.269861,16.055834,16.831696,17.632733,19.179641,20.426689,22.554595,21.257768,22.477362,26.559288,27.85915,30.866838,33.211677,38.463634,43.996547,46.921886,48.040842,55.482534,62.456172,69.525995,71.181477,76.585389,77.636537,79.07117
Saudi Arabia,12.678678,14.409904,17.566037,20.205111,22.518897,25.906126,34.43907,52.850392,73.640005,99.437037,112.982913,125.405468,134.862509,117.292684,117.80221,118.481565,130.196762,138.383257,138.045275,151.113971,157.306431,170.657294,180.82252,193.006546,191.653099,203.527021,205.717366,220.203404,226.146602,234.616627,238.287578,255.31861,266.341913,282.109085,298.036632,316.647413,333.178917,364.25138,379.467713,419.163547,434.637464,463.416495,471.131152,506.685654,531.554322,527.234964
Syrian Arab Republic ,5.434654,5.143152,4.93073,6.984726,8.260521,9.289055,10.060448,10.151437,13.339378,12.328167,13.869463,16.59317,19.561483,22.043921,19.536165,20.978912,23.803502,24.442723,23.830167,27.229959,29.788126,28.290408,28.270607,29.40262,31.132913,34.245488,34.522849,37.530354,36.569237,37.028484,38.906702,39.81511,40.035776,42.492216,53.466197,56.694151,59.617243,61.36281,56.682731,56.594477,52.148055,40.265979,30.805339,27.153342,25.962016,26.093264
United Arab Emirates,2.463161,2.585427,3.233521,3.371135,4.919171,6.371013,10.603247,12.250028,14.498959,19.224041,23.33251,25.573032,24.701009,31.891136,35.636271,40.031049,44.237058,45.466201,51.981934,51.887235,59.165473,56.563571,59.612098,65.587859,69.65918,72.72867,76.671247,78.428724,80.6307,79.851425,92.546147,94.56474,98.794227,105.021974,111.145281,115.048818,124.186847,146.520435,148.543135,154.590039,158.154333,168.504574,176.752102,176.420081,186.575571,191.805029
Yemen,1.202548,1.45461,1.861901,1.843754,1.752492,2.178359,2.194749,2.435929,2.635676,3.477097,3.497694,3.995752,4.426256,4.52529,4.857038,5.140596,5.645355,6.08741,6.338936,6.296836,8.146405,8.801142,7.796088,8.156049,9.436414,9.67014,10.359394,11.2629,12.599918,13.348568,14.51728,14.562857,16.842381,17.846268,18.836221,18.89331,20.003283,21.25452,23.468293,22.388932,19.804949,18.118959,24.648494,24.150251,11.356854,9.215809
Middle East,96.361631,106.085545,123.767199,136.466122,154.869682,175.496154,202.125831,228.178263,277.018463,303.065974,326.576203,362.321304,403.999525,412.649011,437.113409,444.593786,478.489641,506.2214,542.224224,535.950927,551.106983,616.773169,663.235789,730.25479,743.912707,772.768868,814.501843,811.124289,842.840112,879.677371,933.234364,973.213112,1003.309585,1068.121167,1148.532854,1219.294434,1282.543737,1366.502406,1432.705143,1492.690091,1536.461337,1600.015408,1660.764428,1725.825229,1747.588963,1766.736448
IEA/Accession/Association,10525.33104,11027.4941,11624.30673,11470.82996,11327.4436,11972.94024,12375.35137,12687.51796,13014.82767,12690.28621,12452.18679,12207.77101,12218.71522,12718.18564,12873.76909,13027.22554,13449.09057,13948.09987,14240.98468,14272.65014,14511.9116,14697.04326,15061.58424,15430.62395,15970.60945,16405.6228,16810.21218,16950.72464,17002.9291,17567.09436,17797.0452,17992.52694,18838.73383,19764.05442,20546.37849,21139.84142,21972.19164,21932.73986,21799.08306,23103.49497,23772.43617,24044.81951,24578.57555,24481.94186,24387.52734,24301.06072
European Union - 28,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4027.207392,4000.102284,3869.470657,3796.780044,3771.31455,3812.327968,3933.050496,3839.810252,3832.447376,3771.385925,3786.059222,3859.180238,3838.893141,3942.795803,3944.125703,3921.680704,3927.838233,3872.770061,3789.022227,3508.407806,3612.362316,3466.438985,3432.178068,3347.160908,3162.602122,3206.630609,3192.33546
G7,7692.319343,8023.871339,8453.480859,8220.485019,7872.430922,8298.921528,8472.172999,8518.962575,8686.171248,8317.956529,8106.711247,7773.682284,7719.235786,7982.022718,8016.073391,7980.037734,8158.683685,8456.793359,8558.716283,8484.195311,8462.891405,8493.639585,8552.945796,8659.29331,8749.951284,8994.827938,9204.01318,9246.083435,9278.349317,9488.840578,9481.191003,9346.46573,9478.407964,9534.358368,9553.594588,9421.320012,9519.747344,9226.579123,8588.148256,8954.237971,8692.609037,8530.479049,8672.885172,8512.27287,8358.935256,8242.329204
G8,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10647.70974,10599.32015,10452.97211,10352.72557,10255.67429,10298.18484,10516.46421,10618.78943,10652.65607,10721.31563,10963.21934,10955.84543,10812.30123,10972.2882,11022.54432,11035.4739,10959.00493,11053.45476,10780.39966,10028.81156,10483.44527,10297.33102,10081.52169,10186.68098,9999.387803,9825.265462,9680.927058
G20,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,16791.87948,16931.17101,16899.12062,17086.12535,17217.23659,17724.24534,18125.9267,18400.59338,18543.76185,18600.21208,19185.86193,19443.568,19631.33568,20532.92638,21469.02743,22237.24442,22902.31989,23754.75461,23790.4023,23529.16014,24922.34827,25666.77691,25902.15322,26390.80679,26348.37294,26220.47677,26099.8118
Americas,5081.59782,5365.024047,5594.43186,5477.063928,5293.112437,5602.398847,5808.387053,5839.325543,5923.037553,5750.589332,5673.51492,5447.985794,5401.757673,5618.86873,5653.25984,5638.672917,5833.092849,6089.726853,6197.628164,6062.526881,6043.389494,6145.281922,6282.118441,6419.097849,6503.980469,6735.492479,7083.16808,7184.004084,7201.755508,7435.210304,7405.959724,7256.121868,7365.140855,7497.507239,7566.558759,7488.894529,7650.709923,7522.369998,7068.717715,7410.512604,7231.842469,7069.347227,7235.164136,7260.978,7122.388764,7003.386231
Asia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5832.788569,6073.206133,6279.955066,6579.892625,6852.459819,7312.108948,7418.797602,7608.620374,7647.054868,7766.030048,8147.322044,8404.495034,8828.264409,9541.003989,10459.72853,11317.93309,12099.87596,12955.15068,13307.31353,13881.35301,14892.09626,15956.56909,16534.81693,17066.27351,17262.39372,17316.86618,17426.73296
Europe,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7176.22524,7062.14181,6645.692404,6317.857032,5978.363728,5953.293777,6005.929204,5795.072589,5763.527628,5717.44336,5757.646201,5839.100946,5815.328804,5981.564593,5962.466479,5917.481474,5993.773124,5939.096659,5868.430579,5421.931466,5641.967974,5584.253579,5483.946253,5353.800928,5096.761968,5076.590311,5048.573645
Oceania,161.117456,168.05568,179.319822,196.726688,201.114764,204.946722,219.962176,213.579928,218.715749,228.352744,229.507953,236.555532,225.147575,232.301428,244.574849,244.659839,256.608433,266.743374,279.968409,286.889986,288.539059,294.449191,298.07385,304.63865,315.239243,326.86354,336.481954,357.061096,363.588408,370.89664,380.348508,388.600905,395.244435,409.289081,416.185366,421.723577,429.655231,432.973259,435.246158,429.705042,428.531374,429.067157,425.595277,418.334781,425.242045,437.818988
